,Unnamed: 0,Price,Rooms,Area,Floor,Location,Num_Rooms,Num_Halls,District
5112,5112,15000,3+1,140,4. Kat,Polatlı - Mehmet Akif Mh.,3.0,1.0,Polatlı
5113,5113,27500,3+1,140,3. Kat,Gölbaşı - Seğmenler Mh.,3.0,1.0,Gölbaşı
5114,5114,21500,2+1,75,2. Kat,Gölbaşı - Seğmenler Mh.,2.0,1.0,Gölbaşı
5115,5115,20500,3+1,95,Yüksek giriş,Gölbaşı - Seğmenler Mh.,3.0,1.0,Gölbaşı
5116,5116,18000,3+1,135,2. Kat,Sincan - Pınarbaşı Mh.,3.0,1.0,Sincan
5117,5117,46000,4+1,220,3. Kat,Çankaya - Prof. Dr. Ahmet Taner Kışlalı Mh.,4.0,1.0,Çankaya
5118,5118,26000,4+1,200,8. Kat,Polatlı - Şehitlik Mh.,4.0,1.0,Polatlı
5119,5119,10000,3+1,135,Düz Giriş (Zemin),Polatlı - Fatih Mh.,3.0,1.0,Polatlı
5120,5120,23000,4+1,185,4. Kat,Polatlı - Şehitlik Mh.,4.0,1.0,Polatlı
5121,5121,27500,3+1,130,1. Kat,Çankaya - 100. Yıl Mh.,3.0,1.0,Çankaya
5122,5122,20000,1+1,70,2. Kat,Polatlı - İstiklal Mh.,1.0,1.0,Polatlı
5123,5123,21000,3+1,125,1. Kat,Çankaya - Aşıkpaşa Mh.,3.0,1.0,Çankaya
5124,5124,18500,3+1,130,2. Kat,Keçiören - Kanuni Mh.,3.0,1.0,Keçiören
5125,5125,23000,1+1,55,3. Kat,Gölbaşı - Karşıyaka Mh.,1.0,1.0,Gölbaşı
5126,5126,33000,2+1,110,2. Kat,Yenimahalle - Yeni Batı Mh.,2.0,1.0,Yenimahalle
5127,5127,17000,2+1,95,Yüksek giriş,Yenimahalle - Pamuklar Mh.,2.0,1.0,Yenimahalle
5128,5128,18500,3+1,125,3. Kat,Mamak - Aşık Veysel Mh.,3.0,1.0,Mamak
5129,5129,8500,3+1,120,2. Kat,Polatlı - Zafer Mh.,3.0,1.0,Polatlı
5130,5130,19000,3+1,120,3. Kat,Gölbaşı - Seğmenler Mh.,3.0,1.0,Gölbaşı
5131,5131,18000,3+1,120,Yüksek giriş,Keçiören - Etlik Mh.,3.0,1.0,Keçiören
5132,5132,23999,3+1,135,9. Kat,Mamak - Mutlu Mh.,3.0,1.0,Mamak
5133,5133,25000,3+1,125,2. Kat,Altındağ - Aydınlıkevler Mh.,3.0,1.0,Altındağ
5134,5134,21500,3+1,123,1. Kat,Etimesgut - Turkuaz Mh.,3.0,1.0,Etimesgut
5135,5135,19000,3+1,130,3. Kat,Keçiören - Ayvalı Mh.,3.0,1.0,Keçiören
5136,5136,24500,1+1,60,Kot 1 (-1). Kat,Çankaya - Konutkent Mh.,1.0,1.0,Çankaya
5137,5137,15000,2+1,100,Yüksek giriş,Keçiören - Sancaktepe Mh.,2.0,1.0,Keçiören
5138,5138,30000,3+1,140,1. Kat,Çankaya - Sancak Mh.,3.0,1.0,Çankaya
5139,5139,25000,3+1,110,Yüksek giriş,Çankaya - Birlik Mh.,3.0,1.0,Çankaya
5140,5140,13500,4+1,145,1. Kat,Altındağ - Baraj Mh.,4.0,1.0,Altındağ
5141,5141,12900,3+1,115,Kot 3 (-3). Kat,Altındağ - Baraj Mh.,3.0,1.0,Altındağ
5142,5142,16500,3+1,120,2. Kat,Mamak - Aşık Veysel Mh.,3.0,1.0,Mamak
5143,5143,18500,3+1,135,3. Kat,Keçiören - Etlik Mh.,3.0,1.0,Keçiören
5144,5144,21000,2+1,100,Yüksek giriş,Çankaya - Ata Mh.,2.0,1.0,Çankaya
5145,5145,20750,3+1,110,Kot 1 (-1). Kat,Çankaya - Sokullu Mehmet Paşa Mh.,3.0,1.0,Çankaya
5146,5146,20000,3+1,115,Düz Giriş (Zemin),Çankaya - Harbiye Mh.,3.0,1.0,Çankaya
5147,5147,15800,2+1,105,1. Kat,Keçiören - Aşağı Eğlence Mh.,2.0,1.0,Keçiören
5148,5148,65000,2+1,175,24. Kat,Çankaya - Çukurambar Mh.,2.0,1.0,Çankaya
5149,5149,75000,3+1,222,29. Kat,Çankaya - Çukurambar Mh.,3.0,1.0,Çankaya
5150,5150,60000,2+1,175,23. Kat,Çankaya - Çukurambar Mh.,2.0,1.0,Çankaya
5151,5151,50000,2+1,123,14. Kat,Çankaya - Çukurambar Mh.,2.0,1.0,Çankaya
5152,5152,23250,4+1,130,Kot 1 (-1). Kat,Keçiören - Yayla Mh.,4.0,1.0,Keçiören
5153,5153,21000,3+1,135,1. Kat,Keçiören - Atapark Mh.,3.0,1.0,Keçiören
5154,5154,25000,1+1,80,16. Kat,Gölbaşı - Taşpınar Mh.,1.0,1.0,Gölbaşı
5155,5155,13700,3+1,130,4. Kat,Sincan - Tandoğan Mh.,3.0,1.0,Sincan
5156,5156,17000,1+1,65,Yüksek giriş,Gölbaşı - İncek Mh.,1.0,1.0,Gölbaşı
5157,5157,24000,3+1,140,4. Kat,Mamak - Ege Mh.,3.0,1.0,Mamak
5158,5158,15000,3+1,100,Düz Giriş (Zemin),Keçiören - Aşağı Eğlence Mh.,3.0,1.0,Keçiören
5159,5159,23000,3+1,120,Düz Giriş (Zemin),Keçiören - İncirli Mh.,3.0,1.0,Keçiören
5160,5160,21000,3+0,125,1. Kat,Keçiören - Yayla Mh.,3.0,0.0,Keçiören
5161,5161,20000,3+1,120,1. Kat,Keçiören - İncirli Mh.,3.0,1.0,Keçiören
5162,5162,22000,3+1,160,2. Kat,Keçiören - Yayla Mh.,3.0,1.0,Keçiören
5163,5163,22700,3+1,100,Düz Giriş (Zemin),Keçiören - Etlik Mh.,3.0,1.0,Keçiören
5164,5164,20000,3+1,130,2. Kat,Keçiören - İncirli Mh.,3.0,1.0,Keçiören
5165,5165,12500,3+1,120,3. Kat,Keçiören - Bağlarbaşı Mh.,3.0,1.0,Keçiören
5166,5166,19750,3+1,130,Yüksek giriş,Keçiören - Ayvalı Mh.,3.0,1.0,Keçiören
5167,5167,20000,2+1,85,Kot 1 (-1). Kat,Yenimahalle - Esentepe Mh.,2.0,1.0,Yenimahalle
5168,5168,32000,3+1,130,1. Kat,Çankaya - Emek Mh.,3.0,1.0,Çankaya
5169,5169,22000,3+1,125,4. Kat,Keçiören - İncirli Mh.,3.0,1.0,Keçiören
5170,5170,19750,3+1,140,2. Kat,Keçiören - İncirli Mh.,3.0,1.0,Keçiören
5171,5171,18500,3+1,130,3. Kat,Keçiören - Yayla Mh.,3.0,1.0,Keçiören
5172,5172,15000,5+1,270,6. Kat,Keçiören - Bağlum Güzelyurt Mh.,5.0,1.0,Keçiören
5173,5173,40000,4+1,190,14. Kat,Etimesgut - Bağlıca Mh.,4.0,1.0,Etimesgut
5174,5174,26000,4+1,180,3. Kat,Sincan - Saraycık Mh.,4.0,1.0,Sincan
5175,5175,14000,2+1,110,Yüksek giriş,Sincan - Pınarbaşı Mh.,2.0,1.0,Sincan
5176,5176,22000,3+1,130,4. Kat,Çankaya - Harbiye Mh.,3.0,1.0,Çankaya
5177,5177,21000,3+1,120,Yüksek giriş,Keçiören - Uyanış Mh.,3.0,1.0,Keçiören
5178,5178,14000,2+1,105,Yüksek giriş,Sincan - Malazgirt Mh.,2.0,1.0,Sincan
5179,5179,27000,3+1,130,2. Kat,Sincan - Tandoğan Mh.,3.0,1.0,Sincan
5180,5180,35500,4+1,175,2. Kat,Etimesgut - Göksu Mh.,4.0,1.0,Etimesgut
5181,5181,14000,3+1,130,3. Kat,Sincan - Mareşal Çakmak Mh.,3.0,1.0,Sincan
5182,5182,14000,2+1,90,1. Kat,Sincan - Selçuklu Mh.,2.0,1.0,Sincan
5183,5183,16500,3+1,135,3. Kat,Sincan - Atatürk Mh.,3.0,1.0,Sincan
5184,5184,37500,1+1,55,Yüksek giriş,Çankaya - Emek Mh.,1.0,1.0,Çankaya
5185,5185,34000,2+1,85,10. Kat,Yenimahalle - Yeni Batı Mh.,2.0,1.0,Yenimahalle
5186,5186,17500,3+1,105,1. Kat,Mamak - Abidinpaşa Mh.,3.0,1.0,Mamak
5187,5187,25000,3+1,110,3. Kat,Çankaya - Yukarı Bahçelievler Mh.,3.0,1.0,Çankaya
5188,5188,22000,3+1,120,1. Kat,Keçiören - Etlik Mh.,3.0,1.0,Keçiören
5189,5189,18000,1+1,55,Bahçe katı,Çankaya - Tınaztepe Mh.,1.0,1.0,Çankaya
5190,5190,23000,3+1,145,3. Kat,Keçiören - Kanuni Mh.,3.0,1.0,Keçiören
5191,5191,25000,4+1,180,3. Kat,Sincan - Pınarbaşı Mh.,4.0,1.0,Sincan
5192,5192,32000,1+1,88,16. Kat,Çankaya - Çukurambar Mh.,1.0,1.0,Çankaya
5193,5193,12500,2+1,100,Kot 1 (-1). Kat,Keçiören - Kuşcağız Mh.,2.0,1.0,Keçiören
5194,5194,70000,4+1,220,Kot 2 (-2). Kat,Çankaya - Güzeltepe Mh.,4.0,1.0,Çankaya
5195,5195,15000,3+1,129,3. Kat,Sincan - Tandoğan Mh.,3.0,1.0,Sincan
5196,5196,11500,2+1,100,Yüksek giriş,Sincan - Akşemsettin Mh.,2.0,1.0,Sincan
5197,5197,17500,4+1,190,9. Kat,Etimesgut - Atayurt Mh.,4.0,1.0,Etimesgut
5198,5198,24500,3+1,135,2. Kat,Keçiören - Köşk Mh.,3.0,1.0,Keçiören
5199,5199,25000,3+1,130,1. Kat,Yenimahalle - Turgut Özal Mh.,3.0,1.0,Yenimahalle
5200,5200,19000,2+1,90,Yüksek giriş,Çankaya - Tınaztepe Mh.,2.0,1.0,Çankaya
5201,5201,25000,3+1,120,4. Kat,Çankaya - Ayrancı Mh.,3.0,1.0,Çankaya
5202,5202,16000,2+1,90,Düz Giriş (Zemin),Çankaya - Remzi Oğuz Arık Mh.,2.0,1.0,Çankaya
5203,5203,41000,3.5+1,165,5. Kat,Çankaya - Çukurambar Mh.,3.5,1.0,Çankaya
5204,5204,22000,3+1,120,3. Kat,Keçiören - Şehit Kubilay Mh.,3.0,1.0,Keçiören
5205,5205,14500,3+1,120,2. Kat,Keçiören - Şenlik Mh.,3.0,1.0,Keçiören
5206,5206,37000,5+1,300,3. Kat,Çankaya - Cevizlidere Mh.,5.0,1.0,Çankaya
5207,5207,18500,3+1,115,2. Kat,Keçiören - Kalaba Mh.,3.0,1.0,Keçiören
5208,5208,13000,3+1,130,Yüksek giriş,Sincan - Pınarbaşı Mh.,3.0,1.0,Sincan
5209,5209,17000,3+1,125,1. Kat,Mamak - Şafaktepe Mh.,3.0,1.0,Mamak
5210,5210,18500,3+1,130,4. Kat,Yenimahalle - Serhat Mh.,3.0,1.0,Yenimahalle
5211,5211,16000,1+1,40,2. Kat,Çankaya - Yaşamkent Mh.,1.0,1.0,Çankaya
5212,5212,26000,3+1,110,3. Kat,Etimesgut - Şehit Osman Avcı Mh.,3.0,1.0,Etimesgut
5213,5213,22000,1+1,60,8. Kat,Etimesgut - Şehit Osman Avcı Mh.,1.0,1.0,Etimesgut
5214,5214,26500,2+1,95,2. Kat,Çankaya - İşçi Blokları Mh.,2.0,1.0,Çankaya
5215,5215,24000,3+1,140,1. Kat,Keçiören - Kuşcağız Mh.,3.0,1.0,Keçiören
5216,5216,14900,2+1,105,Düz Giriş (Zemin),Keçiören - Kuşcağız Mh.,2.0,1.0,Keçiören
5217,5217,21000,2+1,110,9. Kat,Altındağ - Gültepe Mh.,2.0,1.0,Altındağ
5218,5218,8750,3+1,110,Düz Giriş (Zemin),Altındağ - Gültepe Mh.,3.0,1.0,Altındağ
5219,5219,27000,2+1,250,3. Kat,Mamak - Şafaktepe Mh.,2.0,1.0,Mamak
5220,5220,20000,3+1,130,3. Kat,Sincan - Fevzi Çakmak Mh.,3.0,1.0,Sincan
5221,5221,22000,1+1,75,1. Kat,Etimesgut - Şehit Osman Avcı Mh.,1.0,1.0,Etimesgut
5222,5222,19000,3+1,135,Yüksek giriş,Keçiören - Aşağı Eğlence Mh.,3.0,1.0,Keçiören
5223,5223,25000,1+1,55,5. Kat,Yenimahalle - Ergazi Mh.,1.0,1.0,Yenimahalle
5224,5224,19500,1+1,55,1. Kat,Yenimahalle - Batı Sitesi Mh.,1.0,1.0,Yenimahalle
5225,5225,30000,3+1,115,4. Kat,Çankaya - Çiğdem Mh.,3.0,1.0,Çankaya
5226,5226,29000,1+1,90,5. Kat,Çankaya - Ümit Mh.,1.0,1.0,Çankaya
5227,5227,15750,3+1,120,Yüksek giriş,Keçiören - Atapark Mh.,3.0,1.0,Keçiören
5228,5228,18000,3+1,110,2. Kat,Mamak - Peyami Safa Mh.,3.0,1.0,Mamak
5229,5229,15000,2+1,100,4. Kat,Keçiören - Yeşilöz Mh.,2.0,1.0,Keçiören
5230,5230,25000,3+1,125,3. Kat,Keçiören - Şenlik Mh.,3.0,1.0,Keçiören
5231,5231,14000,3+1,105,Kot 2 (-2). Kat,Mamak - Aşık Veysel Mh.,3.0,1.0,Mamak
5232,5232,8000,2+1,85,Kot 1 (-1). Kat,Mamak - Demirlibahçe Mh.,2.0,1.0,Mamak
5233,5233,36000,3+1,140,13. Kat,Etimesgut - Şehit Osman Avcı Mh.,3.0,1.0,Etimesgut
5234,5235,38500,4+1,165,9. Kat,Etimesgut - Göksu Mh.,4.0,1.0,Etimesgut
5235,5236,17500,3+1,165,2. Kat,Polatlı - Şentepe Mh.,3.0,1.0,Polatlı
5236,5237,28000,3+1,145,8. Kat,Mamak - Hürel Mh.,3.0,1.0,Mamak
5237,5238,33000,4+1,160,1. Kat,Çankaya - Kırkkonaklar Mh.,4.0,1.0,Çankaya
5238,5239,20000,3+1,130,1. Kat,Çankaya - Seyranbağları Mh.,3.0,1.0,Çankaya
5239,5240,33500,3+1,180,4. Kat,Gölbaşı - Seğmenler Mh.,3.0,1.0,Gölbaşı
5240,5241,25000,2+1,90,2. Kat,Çankaya - Kırkkonaklar Mh.,2.0,1.0,Çankaya
5241,5242,18500,2+1,105,Bahçe katı,Keçiören - Tepebaşı Mh.,2.0,1.0,Keçiören
5242,5243,16500,3+1,125,Kot 1 (-1). Kat,Keçiören - Kalaba Mh.,3.0,1.0,Keçiören
5243,5244,22500,3+1,132,12. Kat,Mamak - Altınevler Mh.,3.0,1.0,Mamak
5244,5245,27000,3+1,145,4. Kat,Keçiören - Kuşcağız Mh.,3.0,1.0,Keçiören
5245,5246,17000,3+1,135,3. Kat,Altındağ - Karapürçek Mh.,3.0,1.0,Altındağ
5246,5247,16500,2+1,100,2. Kat,Keçiören - Etlik Mh.,2.0,1.0,Keçiören
5247,5248,20000,2.5+1,125,Yüksek giriş,Keçiören - Ovacık Mh.,2.5,1.0,Keçiören
5248,5249,28000,3+1,135,2. Kat,Keçiören - Ovacık Mh.,3.0,1.0,Keçiören
5249,5250,21500,4+1,195,10. Kat,Pursaklar - Saray Fatih Mh.,4.0,1.0,Pursaklar
5250,5251,13500,3+1,115,Yüksek giriş,Sincan - Plevne Mh.,3.0,1.0,Sincan
5251,5252,27500,3+1,140,9. Kat,Altındağ - Güneşevler Mh.,3.0,1.0,Altındağ
5252,5253,16900,3+1,120,1. Kat,Keçiören - Köşk Mh.,3.0,1.0,Keçiören
5253,5254,13000,2+1,100,Kot 2 (-2). Kat,Keçiören - Kanuni Mh.,2.0,1.0,Keçiören
5254,5255,15500,3+1,120,1. Kat,Keçiören - Atapark Mh.,3.0,1.0,Keçiören
5255,5256,40000,4+1,165,2. Kat,Çankaya - Yaşamkent Mh.,4.0,1.0,Çankaya
5256,5257,15000,3+1,155,Düz Giriş (Zemin),Keçiören - Esertepe Mh.,3.0,1.0,Keçiören
5257,5258,15000,3+1,125,4. Kat,Sincan - Atatürk Mh.,3.0,1.0,Sincan
5258,5259,18500,3+1,135,1. Kat,Sincan - Mustafa Kemal Mh.,3.0,1.0,Sincan
5259,5260,16000,3+1,140,1. Kat,Keçiören - Yayla Mh.,3.0,1.0,Keçiören
5260,5261,15000,2+1,115,3. Kat,Keçiören - Yayla Mh.,2.0,1.0,Keçiören
5261,5262,17500,2+1,100,3. Kat,Keçiören - Etlik Mh.,2.0,1.0,Keçiören
5262,5263,17000,3+1,110,Kot 1 (-1). Kat,Keçiören - Esertepe Mh.,3.0,1.0,Keçiören
5263,5264,37500,5+2,300,6. Kat,Pursaklar - Saray Fatih Mh.,5.0,2.0,Pursaklar
5264,5265,19000,3+1,110,2. Kat,Çankaya - Naci Çakır Mh.,3.0,1.0,Çankaya
5265,5266,48000,5+1,200,3. Kat,Çankaya - Sancak Mh.,5.0,1.0,Çankaya
5266,5267,25000,3+1,125,1. Kat,Çankaya - Huzur Mh.,3.0,1.0,Çankaya
5267,5268,31000,3+1,115,1. Kat,Çankaya - Aziziye Mh.,3.0,1.0,Çankaya
5268,5269,7500,1+1,85,2. Kat,Sincan - Alcı Mh.,1.0,1.0,Sincan
5269,5270,16000,3+1,115,2. Kat,Altındağ - Aydınlıkevler Mh.,3.0,1.0,Altındağ
5270,5271,15750,3+1,137,2. Kat,Altındağ - Feridun Çelik Mh.,3.0,1.0,Altındağ
5271,5272,32000,4+1,165,5. Kat,Sincan - Törekent Mh.,4.0,1.0,Sincan
5272,5273,20000,3+1,135,1. Kat,Çankaya - Seyranbağları Mh.,3.0,1.0,Çankaya
5273,5274,15000,2+1,200,Çatı katı,Çankaya - İleri Mh.,2.0,1.0,Çankaya
5274,5275,15000,3+1,130,Yüksek giriş,Sincan - Osmanlı Mh.,3.0,1.0,Sincan
5275,5276,18000,3+1,130,3. Kat,Keçiören - Kuşcağız Mh.,3.0,1.0,Keçiören
5276,5277,25500,3+1,130,3. Kat,Keçiören - Kuşcağız Mh.,3.0,1.0,Keçiören
5277,5278,18750,3+1,130,2. Kat,Keçiören - Osmangazi Mh.,3.0,1.0,Keçiören
5278,5279,35000,3+1,20,4. Kat,Çankaya - Sancak Mh.,3.0,1.0,Çankaya
5279,5280,12000,3+1,110,Yüksek giriş,Keçiören - Ovacık Mh.,3.0,1.0,Keçiören
5280,5281,32000,2+1,105,6. Kat,Çankaya - Alacaatlı Mh.,2.0,1.0,Çankaya
5281,5282,23000,3+1,120,1. Kat,Etimesgut - Şeyh Şamil Mh.,3.0,1.0,Etimesgut
5282,5283,10000,3+1,135,9. Kat,Polatlı - Mehmet Akif Mh.,3.0,1.0,Polatlı
5283,5284,7000,1+1,90,Çatı katı,Polatlı - Fatih Mh.,1.0,1.0,Polatlı
5284,5285,20000,3+1,125,1. Kat,Mamak - Akşemsettin Mh.,3.0,1.0,Mamak
5285,5286,14999,3+1,135,4. Kat,Sincan - Akşemsettin Mh.,3.0,1.0,Sincan
5286,5287,20500,1+1,85,13. Kat,Etimesgut - Yeşilova Mh.,1.0,1.0,Etimesgut
5287,5288,14999,3+1,125,2. Kat,Sincan - Malazgirt Mh.,3.0,1.0,Sincan
5288,5289,18000,3+1,135,3. Kat,Sincan - 29 Ekim Mh.,3.0,1.0,Sincan
5289,5290,15000,3+1,130,2. Kat,Sincan - Plevne Mh.,3.0,1.0,Sincan
5290,5291,15000,3+1,125,2. Kat,Sincan - Plevne Mh.,3.0,1.0,Sincan
5291,5292,18000,2+1,80,Düz Giriş (Zemin),Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
5292,5293,20000,3+1,100,Yüksek giriş,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
5293,5294,29000,1+1,82,6. Kat,Çankaya - Beytepe Mh.,1.0,1.0,Çankaya
5294,5295,18000,3+1,140,4. Kat,Keçiören - Yükseltepe Mh.,3.0,1.0,Keçiören
5295,5296,21000,3+1,130,3. Kat,Gölbaşı - Şafak Mh.,3.0,1.0,Gölbaşı
5296,5297,16000,2+1,105,Kot 1 (-1). Kat,Keçiören - Etlik Mh.,2.0,1.0,Keçiören
5297,5298,20000,3+1,125,1. Kat,Keçiören - Etlik Mh.,3.0,1.0,Keçiören
5298,5299,13500,3+1,130,3. Kat,Polatlı - Gazi Mh.,3.0,1.0,Polatlı
5299,5300,17000,3+1,150,3. Kat,Polatlı - Fatih Mh.,3.0,1.0,Polatlı
5300,5301,10000,3+1,115,4. Kat,Polatlı - Fatih Mh.,3.0,1.0,Polatlı
5301,5302,21000,3+1,130,2. Kat,Mamak - Kutlu Mh.,3.0,1.0,Mamak
5302,5303,26000,4+1,160,3. Kat,Keçiören - Ovacık Mh.,4.0,1.0,Keçiören
5303,5304,16000,3+1,140,Yüksek giriş,Keçiören - Ovacık Mh.,3.0,1.0,Keçiören
5304,5305,39000,4+1,180,9. Kat,Yenimahalle - Yeni Batı Mh.,4.0,1.0,Yenimahalle
5305,5306,17500,1+0,65,Kot 1 (-1). Kat,Gölbaşı - Taşpınar Mh.,1.0,0.0,Gölbaşı
5306,5307,11000,2+1,90,Kot 1 (-1). Kat,Mamak - Abidinpaşa Mh.,2.0,1.0,Mamak
5307,5308,15000,3+1,165,2. Kat,Sincan - 29 Ekim Mh.,3.0,1.0,Sincan
5308,5309,35000,4+1,195,4. Kat,Sincan - Törekent Mh.,4.0,1.0,Sincan
5309,5310,21000,3+1,135,2. Kat,Sincan - 29 Ekim Mh.,3.0,1.0,Sincan
5310,5311,18500,3+1,140,3. Kat,Sincan - Mustafa Kemal Mh.,3.0,1.0,Sincan
5311,5312,10250,1+1,80,Bahçe katı,Pursaklar - Saray Cumhuriyet Mh.,1.0,1.0,Pursaklar
5312,5313,9500,1+1,75,2. Kat,Pursaklar - Saray Cumhuriyet Mh.,1.0,1.0,Pursaklar
5313,5314,10000,3+1,120,Bahçe katı,Pursaklar - Karaköy Mh.,3.0,1.0,Pursaklar
5314,5315,12000,2+1,100,Yüksek giriş,Haymana - Yeni Mh.,2.0,1.0,Haymana
5315,5316,20000,3+1,140,4. Kat,Sincan - Fevzi Çakmak Mh.,3.0,1.0,Sincan
5316,5317,18000,3+1,120,Yüksek giriş,Sincan - Osmanlı Mh.,3.0,1.0,Sincan
5317,5318,15750,3+1,115,2. Kat,Mamak - Şafaktepe Mh.,3.0,1.0,Mamak
5318,5319,17200,3+1,96,Yüksek giriş,Mamak - Abidinpaşa Mh.,3.0,1.0,Mamak
5319,5320,17750,3+1,129,2. Kat,Mamak - Bahçeleriçi Mh.,3.0,1.0,Mamak
5320,5321,18750,3+1,135,1. Kat,Mamak - Çağlayan Mh.,3.0,1.0,Mamak
5321,5322,20500,3+1,127,11. Kat,Mamak - Karaağaç Mh.,3.0,1.0,Mamak
5322,5323,27500,3+1,127,5. Kat,Mamak - Demirlibahçe Mh.,3.0,1.0,Mamak
5323,5324,30000,4+1,190,4. Kat,Mamak - Çağlayan Mh.,4.0,1.0,Mamak
5324,5325,25500,3+1,125,2. Kat,Gölbaşı - Seğmenler Mh.,3.0,1.0,Gölbaşı
5325,5326,20000,3+1,125,2. Kat,Keçiören - Etlik Mh.,3.0,1.0,Keçiören
5326,5327,20000,1+1,61,17. Kat,Çankaya - Alacaatlı Mh.,1.0,1.0,Çankaya
5327,5328,41000,5+1,240,7. Kat,Keçiören - Ovacık Mh.,5.0,1.0,Keçiören
5328,5329,25000,3+1,140,3. Kat,Keçiören - Ayvalı Mh.,3.0,1.0,Keçiören
5329,5330,20000,3+1,138,1. Kat,Keçiören - Etlik Mh.,3.0,1.0,Keçiören
5330,5331,16500,1+1,80,6. Kat,Sincan - Mustafa Kemal Mh.,1.0,1.0,Sincan
5331,5332,14000,2+1,80,2. Kat,Çankaya - Ertuğrulgazi Mh.,2.0,1.0,Çankaya
5332,5333,14000,2+1,75,Düz Giriş (Zemin),Çankaya - Fakülteler Mh.,2.0,1.0,Çankaya
5333,5334,25000,3+1,100,2. Kat,Çankaya - Ertuğrulgazi Mh.,3.0,1.0,Çankaya
5334,5335,25500,3+1,145,4. Kat,Keçiören - Kuşcağız Mh.,3.0,1.0,Keçiören
5335,5336,20000,3+1,140,3. Kat,Keçiören - Kanuni Mh.,3.0,1.0,Keçiören
5336,5337,22000,3+1,145,4. Kat,Keçiören - Kanuni Mh.,3.0,1.0,Keçiören
5337,5338,17500,2+1,100,Yüksek giriş,Sincan - Mustafa Kemal Mh.,2.0,1.0,Sincan
5338,5339,17000,3+1,125,3. Kat,Sincan - Andiçen Mh.,3.0,1.0,Sincan
5339,5340,28500,3+1,140,1. Kat,Yenimahalle - Ergenekon Mh.,3.0,1.0,Yenimahalle
5340,5341,13000,3+1,110,Yüksek giriş,Mamak - Hüseyingazi Mh.,3.0,1.0,Mamak
5341,5342,25000,3+1,120,2. Kat,Mamak - Mutlu Mh.,3.0,1.0,Mamak
5342,5343,14000,3+1,115,Kot 1 (-1). Kat,Mamak - Mehtap Mh.,3.0,1.0,Mamak
5343,5344,15000,3+1,115,3. Kat,Sincan - Mareşal Çakmak Mh.,3.0,1.0,Sincan
5344,5345,10500,3+1,115,3. Kat,Polatlı - Kurtuluş Mh.,3.0,1.0,Polatlı
5345,5346,17000,2+1,100,1. Kat,Polatlı - Şehitlik Mh.,2.0,1.0,Polatlı
5346,5347,15000,3+1,120,3. Kat,Polatlı - Kurtuluş Mh.,3.0,1.0,Polatlı
5347,5348,19000,3+1,130,1. Kat,Keçiören - Sancaktepe Mh.,3.0,1.0,Keçiören
5348,5349,19500,3+1,140,2. Kat,Keçiören - Esertepe Mh.,3.0,1.0,Keçiören
5349,5350,24750,1+1,70,8. Kat,Etimesgut - Şehit Osman Avcı Mh.,1.0,1.0,Etimesgut
5350,5351,15000,1+1,60,2. Kat,Etimesgut - Şeyh Şamil Mh.,1.0,1.0,Etimesgut
5351,5352,32500,3+1,120,2. Kat,Çankaya - Malazgirt Mh.,3.0,1.0,Çankaya
5352,5353,14500,1+1,45,1. Kat,Gölbaşı - İncek Mh.,1.0,1.0,Gölbaşı
5353,5354,23000,3+1,130,Yüksek giriş,Çankaya - Kırkkonaklar Mh.,3.0,1.0,Çankaya
5354,5355,30000,3+2,300,3. Kat,Gölbaşı - Karşıyaka Mh.,3.0,2.0,Gölbaşı
5355,5356,17000,3+1,120,1. Kat,Keçiören - Atapark Mh.,3.0,1.0,Keçiören
5356,5357,15555,3+1,130,3. Kat,Keçiören - Kanuni Mh.,3.0,1.0,Keçiören
5357,5358,29000,3+1,120,Kot 1 (-1). Kat,Keçiören - Aşağı Eğlence Mh.,3.0,1.0,Keçiören
5358,5359,25000,4+1,185,5. Kat,Polatlı - Şehitlik Mh.,4.0,1.0,Polatlı
5359,5360,18000,4+1,140,Kot 1 (-1). Kat,Keçiören - 19 Mayıs Mh.,4.0,1.0,Keçiören
5360,5361,26000,3+1,115,Kot 2 (-2). Kat,Gölbaşı - Bahçelievler Mh.,3.0,1.0,Gölbaşı
5361,5362,21000,1+1,60,2. Kat,Gölbaşı - İncek Mh.,1.0,1.0,Gölbaşı
5362,5363,21000,1+1,60,2. Kat,Gölbaşı - Bahçelievler Mh.,1.0,1.0,Gölbaşı
5363,5364,16500,3+1,110,1. Kat,Çankaya - Harbiye Mh.,3.0,1.0,Çankaya
5364,5365,25000,2+1,100,1. Kat,Çankaya - Harbiye Mh.,2.0,1.0,Çankaya
5365,5366,14000,3+1,105,Yüksek giriş,Keçiören - Şefkat Mh.,3.0,1.0,Keçiören
5366,5367,25000,3+1,125,2. Kat,Mamak - Mutlu Mh.,3.0,1.0,Mamak
5367,5368,28000,2+1,70,Düz Giriş (Zemin),Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
5368,5369,23000,2+1,90,Kot 1 (-1). Kat,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
5369,5370,25000,2+1,90,2. Kat,Etimesgut - Yeni Bağlıca Mh.,2.0,1.0,Etimesgut
5370,5371,34000,2+1,90,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
